LONGITUDE,LATITUDE,boylam,enlem,ilkodu,il_title,il_upper,e_zayif,ez_belcev,ez_kalcac,ez_length,ez_weight,ez_vk_ind,e_normal,en_belcev,en_kalcac,en_length,en_weight,en_vk_ind,e_fazla,ef_belcev,ef_kalcac,ef_length,ef_weight,ef_vk_ind,e_evre1,ee1_belcev,ee1_kalcac,ee1_length,ee1_weight,ee1_vk_ind,e_evre2,ee2_belcev,ee2_kalcac,ee2_length,ee2_weight,ee2_vk_ind,e_evre3,ee3_belcev,ee3_kalcac,ee3_length,ee3_weight,ee3_vk_ind,k_zayif,kz_belcev,kz_kalcac,kz_length,kz_weight,kz_vk_ind,k_normal,kn_belcev,kn_kalcac,kn_length,kn_weight,kn_vk_ind,k_fazla,kf_belcev,kf_kalcac,kf_length,kf_weight,kf_vk_ind,k_evre1,ke1_belcev,ke1_kalcac,ke1_length,ke1_weight,ke1_vk_ind,k_evre2,ke2_belcev,ke2_kalcac,ke2_length,ke2_weight,ke2_vk_ind,k_evre3,ke3_belcev,ke3_kalcac,ke3_length,ke3_weight,ke3_vk_ind,eobez_sayi,kobez_sayi,toplam_obe,erkek_sayi,kadin_sayi,toplam_say,eobez_oran,kobez_oran,obez_oran,eobez_yuzd,kobez_yuzd,obez_yuzde
35.33368253° E,36.98451447° N,35.333683,36.984514,1.000000,Adana,ADANA,4036.000000,8.434100,9.744500,1.173500,23.763800,15.798200,10616.000000,50.775800,59.495200,1.637500,61.569800,22.400400,6330.000000,71.486400,78.058100,1.724700,81.265300,27.263100,2674.000000,82.633100,86.044500,1.715700,94.272000,31.954900,649.000000,89.163300,89.388300,1.712100,108.525900,36.898700,346.000000,84.679200,85.193600,1.576900,154.333800,136.864500,4244.000000,12.673400,15.884500,1.206000,24.890900,15.652800,10939.000000,47.780800,60.889800,1.570400,55.201600,22.067400,6840.000000,68.491700,81.444000,1.601700,70.564700,27.464900,5287.000000,82.233000,94.023600,1.592500,82.004900,32.293900,2748.000000,92.822800,104.387200,1.582300,93.092000,37.132600,1836.000000,98.287000,108.540300,1.541800,119.279300,72.096600,3669.000000,9871.000000,13540.000000,24651.000000,31894.000000,56545.000000,0.148838,0.309494,0.239455,14.883778,30.949395,23.945530
38.27676222° E,37.76600916° N,38.276762,37.766009,2.000000,Adýyaman,ADIYAMAN,1126.000000,12.900500,14.936900,1.410900,32.952300,15.836500,4016.000000,65.415800,72.934300,1.702400,65.042900,22.321100,3051.000000,83.567700,88.344500,1.719700,80.465900,27.161500,869.000000,92.449900,94.276200,1.705100,92.400500,31.727700,158.000000,97.974700,97.417700,1.697400,106.830400,36.931100,51.000000,92.705900,90.274500,1.412200,138.766700,111.817200,1253.000000,15.703900,19.719900,1.400600,32.447000,15.910500,3723.000000,59.806100,72.071700,1.591600,56.071000,22.046700,2917.000000,79.468300,91.071300,1.595200,69.858300,27.412900,1924.000000,88.055600,99.134100,1.583600,80.750600,32.163900,772.000000,93.071200,103.594600,1.568500,91.223700,37.024000,322.000000,96.217400,106.397500,1.482300,111.121700,64.411700,1078.000000,3018.000000,4096.000000,9271.000000,10911.000000,20182.000000,0.116277,0.276602,0.202953,11.627656,27.660159,20.295313
30.53684764° E,38.75811822° N,30.536848,38.758118,3.000000,Afyonkarahisar,AFYONKARAHÝSAR,2156.000000,10.032900,11.506500,1.376300,30.934400,15.488800,5569.000000,62.704600,70.740000,1.688000,63.713400,22.174600,4320.000000,89.475200,96.228900,1.715000,80.572400,27.345100,2049.000000,101.086400,104.356800,1.700500,92.751500,32.017500,490.000000,114.277600,113.067300,1.691900,105.755100,36.871600,144.000000,118.069400,115.590300,1.602500,124.934700,53.729500,2268.000000,15.635800,19.302900,1.362500,29.496800,14.693400,5893.000000,59.085200,72.645000,1.594500,56.097000,21.964000,5152.000000,84.968900,99.813500,1.595400,70.156800,27.526800,4727.000000,96.117800,110.885600,1.581900,81.151300,32.386600,2724.000000,104.266200,118.991200,1.566200,91.446500,37.221200,1550.000000,113.700600,129.918700,1.543600,109.252300,46.575700,2683.000000,9001.000000,11684.000000,14728.000000,22314.000000,37042.000000,0.182170,0.403379,0.315426,18.217002,40.337904,31.542573
43.05036198° E,39.71944314° N,43.050362,39.719443,4.000000,Aðrý,AÐRI,45.000000,25.311100,25.977800,1.334900,26.822200,13.261500,239.000000,68.606700,77.322200,1.722400,66.378700,22.279200,144.000000,83.104200,89.826400,1.732600,81.144800,26.975800,27.000000,87.333300,88.074100,1.743700,96.655600,31.721100,10.000000,85.500000,84.800000,1.716000,108.700000,36.683600,11.000000,52.727300,50.909100,1.400000,217.818200,108.115900,36.000000,27.333300,31.861100,1.330800,28.111100,13.530100,153.000000,56.790800,70.477100,1.616900,58.171200,22.219400,84.000000,70.488100,84.059500,1.616500,71.366700,27.273700,57.000000,76.315800,85.157900,1.603700,81.333300,31.588600,44.000000,94.363600,102.454500,1.588200,94.648900,37.459400,34.000000,101.470600,110.176500,1.462600,134.227900,83.038400,48.000000,135.000000,183.000000,476.000000,408.000000,884.000000,0.100840,0.330882,0.207014,10.084034,33.088235,20.701357
35.83337503° E,40.65100329° N,35.833375,40.651003,5.000000,Amasya,AMASYA,337.000000,9.249300,10.605300,1.407500,33.416900,16.168400,793.000000,54.681000,62.305200,1.671400,62.161600,22.070700,771.000000,88.500600,94.914400,1.700600,79.700500,27.487700,430.000000,100.251200,102.988400,1.697900,92.170500,31.913600,99.000000,111.727300,111.828300,1.698900,106.346500,36.780700,39.000000,99.564100,100.384600,1.402100,116.984600,105.923600,363.000000,13.702500,17.636400,1.382000,32.174900,16.322900,1149.000000,56.899000,69.436900,1.590900,55.904700,22.007600,1264.000000,85.156600,99.367900,1.582100,69.159200,27.586200,1214.000000,96.810500,110.010700,1.572100,80.117400,32.379500,664.000000,102.957800,116.388600,1.551800,89.455900,37.087200,361.000000,113.299200,127.872600,1.516800,108.335500,51.135800,568.000000,2239.000000,2807.000000,2469.000000,5015.000000,7484.000000,0.230053,0.446461,0.375067,23.005265,44.646062,37.506681
32.85291525° E,39.92979428° N,32.852915,39.929794,6.000000,Ankara,ANKARA,10600.000000,8.121300,9.427900,1.341900,30.221200,15.890700,32080.000000,40.999400,46.673100,1.700400,65.424700,22.394600,32797.000000,54.530400,59.135000,1.729300,81.830800,27.304400,12900.000000,65.124300,67.551200,1.716600,94.136100,31.885800,2760.000000,75.761600,75.955400,1.710400,108.119300,36.867700,1071.000000,65.833800,65.966400,1.460000,178.619600,220.034800,12520.000000,13.858700,17.336600,1.374600,31.594000,15.802600,40469.000000,39.445100,49.013500,1.604200,56.997400,22.048600,34362.000000,54.822200,64.786800,1.602700,70.692900,27.484300,27868.000000,66.092900,75.420200,1.588000,81.432800,32.250500,13380.000000,74.499700,83.879300,1.574600,92.097400,37.089500,7167.000000,81.295100,90.837400,1.513100,123.743600,82.723100,16731.000000,48415.000000,65146.000000,92208.000000,135766.000000,227974.000000,0.181448,0.356606,0.285761,18.144846,35.660622,28.576066
30.70400934° E,36.88908647° N,30.704009,36.889086,7.000000,Antalya,ANTALYA,11952.000000,7.978700,9.362400,1.276700,27.565800,15.738700,27271.000000,64.110800,72.973600,1.688600,64.477000,22.338400,28080.000000,86.070000,92.894200,1.721200,81.142600,27.338000,11994.000000,97.310400,100.481700,1.711600,93.666500,31.914400,2632.000000,107.747700,107.977200,1.710700,108.025600,36.839500,1373.000000,63.981800,63.953400,1.326300,117.417100,90.464400,13550.000000,14.130700,18.094200,1.320300,29.698100,15.816400,35398.000000,61.751500,76.803600,1.597400,56.663100,22.075300,28398.000000,80.710400,94.942000,1.595600,69.952000,27.439200,18926.000000,91.266700,104.304200,1.582900,80.803800,32.204900,8029.000000,100.335700,113.191900,1.572900,91.918500,37.093000,4885.000000,84.277600,95.026600,1.414300,106.559600,105.532900,15999.000000,31840.000000,47839.000000,83302.000000,109186.000000,192488.000000,0.192060,0.291612,0.248530,19.206021,29.161248,24.852978
41.82084914° E,41.18111974° N,41.820849,41.181120,8.000000,Artvin,ARTVÝN,61.000000,21.262300,22.114800,1.361800,29.894300,15.009500,333.000000,70.297300,80.477500,1.697400,65.147100,22.481600,315.000000,86.165100,93.155600,1.723100,81.366700,27.343200,133.000000,99.022600,105.135300,1.708900,93.536500,31.973400,45.000000,108.355600,112.066700,1.700700,106.555600,36.779800,19.000000,120.473700,127.842100,1.560500,177.268400,93.469600,82.000000,41.365900,48.756100,1.464400,32.357300,14.099700,323.000000,62.690400,76.501500,1.602900,56.644000,21.990200,273.000000,83.542100,96.648400,1.593500,70.164800,27.581400,228.000000,93.482500,106.807000,1.587600,81.881600,32.391200,108.000000,100.425900,114.259300,1.582300,92.882400,37.039100,91.000000,104.373600,117.175800,1.553400,145.934100,63.415800,197.000000,427.000000,624.000000,906.000000,1105.000000,2011.000000,0.217439,0.386425,0.310293,21.743929,38.642534,31.029339
27.84343113° E,37.84879244° N,27.843431,37.848792,9.000000,Aydýn,AYDIN,529.000000,12.603000,14.476400,1.408300,32.870300,15.911100,1746.000000,60.792700,67.721600,1.705100,64.949000,22.210200,1374.000000,85.727800,90.173200,1.725000,81.408400,27.303800,599.000000,98.298800,98.943200,1.710800,93.626700,31.922900,148.000000,104.155400,103.675700,1.699700,106.996600,36.961000,211.000000,40.924200,40.696700,1.281000,100.204700,71.975100,560.000000,19.026800,23.764300,1.418700,33.444800,15.998300,2027.000000,56.303900,67.932900,1.602500,56.381600,21.885100,1533.000000,82.551900,94.611200,1.592400,69.794100,27.472100,1102.000000,95.695100,107.206000,1.582600,81.007200,32.288600,519.000000,103.768800,114.682100,1.572100,91.622100,37.018600,616.000000,57.743500,63.956200,1.354900,100.874800,66.197400,958.000000,2237.000000,3195.000000,4607.000000,6357.000000,10964.000000,0.207944,0.351896,0.291408,20.794443,35.189555,29.140825
27.87398880° E,39.63782244° N,27.873989,39.637822,10.000000,Balýkesir,BALIKESÝR,2353.000000,9.862700,11.551200,1.428000,33.975600,16.111100,6772.000000,63.376300,71.989200,1.695200,64.306900,22.225500,5407.000000,87.075600,93.544700,1.713600,80.139700,27.237400,2256.000000,98.945500,101.636100,1.706700,93.033900,31.877100,433.000000,107.856800,107.390300,1.706900,107.850600,36.951700,173.000000,103.456600,101.369900,1.423100,142.125400,106.490800,2446.000000,14.610800,18.799300,1.421700,33.735800,16.188700,6986.000000,58.293000,72.720900,1.590000,55.797600,21.973500,5912.000000,81.014900,96.522700,1.593000,69.713700,27.431000,4642.000000,92.660700,107.799700,1.580300,80.712500,32.272000,2074.000000,100.847200,116.132600,1.570700,91.604800,37.073100,1000.000000,109.806000,126.263000,1.536700,111.936200,52.632000,2862.000000,7716.000000,10578.000000,17394.000000,23060.000000,40454.000000,0.164539,0.334605,0.261482,16.453950,33.460538,26.148218
29.98063490° E,40.14392000° N,29.980635,40.143920,11.000000,Bilecik,BÝLECÝK,301.000000,11.923600,13.199300,1.409400,32.415000,15.103600,812.000000,60.852200,67.933500,1.700500,64.133500,22.050700,742.000000,90.726400,96.196800,1.713500,80.728900,27.439900,382.000000,103.544500,106.664900,1.710200,93.940800,32.058600,112.000000,112.973200,112.928600,1.712800,108.641100,36.993300,37.000000,117.891900,117.486500,1.627300,124.627000,53.091200,345.000000,21.965200,28.339100,1.440100,34.485100,15.451600,1137.000000,61.028100,75.922600,1.595900,56.254300,22.012100,1099.000000,85.515000,101.587800,1.599000,70.342800,27.480900,953.000000,95.070300,109.955900,1.584600,81.000600,32.212800,491.000000,104.596700,119.537700,1.573200,91.765000,37.027500,196.000000,112.183700,128.648000,1.552300,109.689300,47.331300,531.000000,1640.000000,2171.000000,2386.000000,4221.000000,6607.000000,0.222548,0.388534,0.328591,22.254820,38.853352,32.859089
40.49685278° E,38.88471498° N,40.496853,38.884715,12.000000,Bingöl,BÝNGÖL,18.000000,0.722200,0.722200,1.320600,28.055600,13.785100,89.000000,57.404500,65.730300,1.712000,66.312400,22.440100,73.000000,76.835600,84.958900,1.752600,83.931500,27.284900,29.000000,93.275900,96.827600,1.729300,96.275900,32.145900,9.000000,116.000000,115.888900,1.736700,110.777800,36.725700,11.000000,73.181800,74.272700,1.498200,313.454500,182.754800,28.000000,17.071400,20.357100,1.295700,23.714300,11.200300,90.000000,63.488900,81.533300,1.620200,58.672200,22.179100,121.000000,80.256200,97.900800,1.621700,72.790100,27.655600,158.000000,98.613900,113.588600,1.608000,83.373400,32.219400,58.000000,101.913800,118.293100,1.588100,93.827600,37.168400,41.000000,96.658500,111.463400,1.449300,150.097600,93.590600,49.000000,257.000000,306.000000,229.000000,496.000000,725.000000,0.213974,0.518145,0.422069,21.397380,51.814516,42.206897
42.10763707° E,38.40435468° N,42.107637,38.404355,13.000000,Bitlis,BÝTLÝS,39.000000,31.256400,41.435900,1.293800,27.410300,15.588000,150.000000,48.113300,54.806700,1.723700,67.160000,22.544400,168.000000,73.464300,79.309500,1.734100,82.833300,27.506500,91.000000,86.439600,92.340700,1.712900,94.406600,32.100800,14.000000,89.571400,96.785700,1.679300,102.285700,36.207600,4.000000,56.000000,90.000000,1.700000,240.500000,83.196600,54.000000,29.777800,39.259300,1.356500,30.951900,15.544600,190.000000,52.910500,64.089500,1.619700,59.137900,22.500100,246.000000,75.947200,87.024400,1.618100,72.483700,27.660100,909.000000,107.584200,115.859200,1.607800,82.607400,31.923700,228.000000,108.250000,117.745600,1.601100,94.730700,36.905900,76.000000,95.118400,106.407900,1.475300,108.039500,58.258500,109.000000,1213.000000,1322.000000,466.000000,1703.000000,2169.000000,0.233906,0.712272,0.609497,23.390558,71.227246,60.949746
31.60296464° E,40.73318243° N,31.602965,40.733182,14.000000,Bolu,BOLU,595.000000,18.900800,22.556300,1.469300,36.655600,16.361300,2714.000000,67.791100,77.132300,1.696000,64.449900,22.281100,2416.000000,85.579500,92.377100,1.711800,80.127300,27.295200,996.000000,97.830300,101.162700,1.704500,92.890600,31.923000,207.000000,111.541100,111.700500,1.702700,106.732000,36.739400,53.000000,110.358500,111.490600,1.550600,136.264200,69.143100,748.000000,27.229900,35.288800,1.468900,36.840400,16.532600,3131.000000,62.110500,77.757600,1.592400,56.046200,22.054200,2661.000000,79.697100,94.043600,1.581200,68.904000,27.521200,2049.000000,91.370900,105.321100,1.573500,79.823700,32.195100,995.000000,101.926600,115.512600,1.560400,90.552900,37.116500,421.000000,110.874100,126.277900,1.518800,106.366500,50.642600,1256.000000,3465.000000,4721.000000,6981.000000,10005.000000,16986.000000,0.179917,0.346327,0.277935,17.991692,34.632684,27.793477
30.28323695° E,37.72041589° N,30.283237,37.720416,15.000000,Burdur,BURDUR,1032.000000,8.158900,9.814900,1.282500,28.232900,15.945300,2371.000000,70.116000,79.221400,1.676600,63.196500,22.240200,2379.000000,92.482600,98.417000,1.704900,79.649100,27.351600,1198.000000,103.238700,105.384000,1.694900,91.965300,31.953600,251.000000,115.717100,113.581700,1.696100,106.063700,36.799400,84.000000,105.357100,102.535700,1.457900,128.706000,80.963400,1146.000000,15.765300,20.478200,1.328300,29.959000,15.931700,3312.000000,65.832100,82.145800,1.588300,55.965700,22.079100,3204.000000,86.445700,101.415100,1.581200,68.857600,27.501700,2543.000000,96.219000,110.742800,1.571400,79.843300,32.294000,1152.000000,104.447000,118.609400,1.558800,90.346000,37.129500,527.000000,111.656500,126.354800,1.495600,108.471500,59.286700,1533.000000,4222.000000,5755.000000,7315.000000,11884.000000,19199.000000,0.209569,0.355268,0.299755,20.956938,35.526759,29.975520
29.05891579° E,40.19650080° N,29.058916,40.196501,16.000000,Bursa,BURSA,6905.000000,7.660000,9.078600,1.376800,31.411200,15.990300,16139.000000,59.355800,68.079800,1.692900,64.287100,22.206600,14541.000000,86.473300,94.161500,1.727500,81.650400,27.300000,6093.000000,98.692100,103.238100,1.719100,94.627400,31.956600,1228.000000,109.359900,111.199500,1.714700,108.602300,36.856100,441.000000,109.065800,111.229000,1.505500,130.302900,86.988400,7765.000000,14.745500,19.209100,1.391000,32.284100,16.073500,20695.000000,57.995400,73.199800,1.598400,56.343600,21.954700,18608.000000,82.304800,98.520700,1.603200,70.800000,27.509900,16207.000000,94.149600,109.631500,1.591600,82.054800,32.348400,7241.000000,102.508200,117.732500,1.578800,92.523600,37.063300,3481.000000,111.009800,126.959200,1.543600,108.924200,50.760800,7762.000000,26929.000000,34691.000000,45347.000000,73997.000000,119344.000000,0.171169,0.363920,0.290681,17.116899,36.392016,29.068072
26.40629366° E,40.14649807° N,26.406294,40.146498,17.000000,Çanakkale,ÇANAKKALE,1030.000000,9.711700,11.293200,1.366700,31.234400,16.093100,3582.000000,69.884700,79.344500,1.706800,65.862500,22.446900,3282.000000,90.138300,97.486900,1.729800,81.701000,27.248900,1215.000000,101.893800,105.609900,1.720600,94.731900,31.938900,315.000000,111.765100,113.146000,1.708300,107.912700,36.890300,122.000000,118.639300,120.975400,1.553200,134.473000,77.201500,1241.000000,18.562400,24.029800,1.381900,32.062900,16.113900,3989.000000,64.684600,80.881900,1.602800,56.830100,22.027100,2910.000000,84.748100,100.228900,1.603400,70.556100,27.406400,1938.000000,95.241500,110.295700,1.589800,81.411900,32.167400,986.000000,105.635900,120.847900,1.582600,93.153900,37.135000,467.000000,115.214100,131.074900,1.551900,112.446300,49.488800,1652.000000,3391.000000,5043.000000,9546.000000,11531.000000,21077.000000,0.173057,0.294077,0.239266,17.305678,29.407684,23.926555
33.61636771° E,40.59966342° N,33.616368,40.599663,18.000000,Çankýrý,ÇANKIRI,37.000000,11.810800,14.081100,1.344600,28.037800,15.058900,145.000000,48.600000,55.937900,1.697100,64.172400,22.135400,196.000000,68.801000,73.515300,1.707200,80.031600,27.406100,130.000000,79.184600,83.238500,1.695700,91.688500,31.816700,30.000000,102.166700,100.700000,1.693300,107.200000,37.316800,10.000000,84.800000,87.300000,1.562000,126.500000,65.768000,41.000000,17.707300,22.463400,1.412400,32.685600,14.702200,229.000000,48.039300,61.489100,1.616500,58.507900,22.338600,240.000000,69.825000,83.075000,1.593700,70.341700,27.649000,225.000000,77.955600,91.871100,1.580800,81.354200,32.517700,155.000000,90.438700,100.806500,1.569700,91.761300,37.197100,107.000000,94.887900,108.953300,1.547400,128.010400,64.127000,170.000000,487.000000,657.000000,548.000000,997.000000,1545.000000,0.310219,0.488465,0.425243,31.021898,48.846540,42.524272
34.95497358° E,40.55039136° N,34.954974,40.550391,19.000000,Çorum,ÇORUM,473.000000,10.585600,12.655400,1.411000,33.228300,15.982500,1199.000000,60.777300,68.998300,1.702200,64.883900,22.260700,1110.000000,81.116200,86.381100,1.709900,80.036900,27.313800,494.000000,92.574900,94.352200,1.704500,92.736000,31.857900,92.000000,100.467400,98.837000,1.693700,105.939100,36.862800,35.000000,87.057100,87.257100,1.477100,126.920000,64.798800,452.000000,15.752200,20.736700,1.419600,33.530800,15.978100,1150.000000,51.830400,67.066100,1.596400,55.902800,21.882100,910.000000,73.883500,88.274700,1.585500,69.126600,27.440700,812.000000,83.737700,96.013500,1.568400,79.427700,32.250800,414.000000,89.570000,99.806800,1.558800,90.394200,37.140300,233.000000,99.566500,110.326200,1.532200,120.676800,56.041700,621.000000,1459.000000,2080.000000,3403.000000,3971.000000,7374.000000,0.182486,0.367414,0.282072,18.248604,36.741375,28.207215
29.08603546° E,37.78175478° N,29.086035,37.781755,20.000000,Denizli,DENÝZLÝ,2473.000000,10.913900,12.763000,1.427600,34.122200,16.235000,8171.000000,60.861300,68.593400,1.684800,63.720200,22.270800,7330.000000,89.173400,95.346500,1.714900,80.580300,27.342200,3212.000000,102.768100,104.634800,1.703700,92.919400,31.954700,775.000000,114.743200,113.766500,1.703000,107.253300,36.913400,275.000000,116.058200,113.541800,1.588100,126.149800,65.273500,2916.000000,21.244200,26.501000,1.453200,35.333200,16.280100,9606.000000,59.408800,72.940500,1.595900,56.212200,21.992500,8324.000000,85.898400,99.869400,1.594300,69.979700,27.495900,6544.000000,97.682300,110.290200,1.580900,80.791300,32.282800,3172.000000,106.395600,118.423100,1.567700,91.345300,37.112000,1747.000000,115.189500,128.075000,1.537000,108.554300,49.477000,4262.000000,11463.000000,15725.000000,22236.000000,32309.000000,54545.000000,0.191671,0.354793,0.288294,19.167116,35.479278,28.829407
40.21721253° E,37.91362910° N,40.217213,37.913629,21.000000,Diyarbakýr,DÝYARBAKIR,248.000000,8.669400,10.637100,1.403800,35.120800,15.671000,726.000000,60.356700,69.410500,1.677700,63.783100,22.298100,644.000000,85.661500,92.021700,1.722100,81.107100,27.281900,331.000000,96.401800,98.812700,1.720400,94.846800,31.970600,80.000000,102.037500,100.062500,1.734800,111.562500,37.010300,57.000000,74.964900,74.789500,1.398200,180.243900,117.017000,277.000000,20.758100,26.722000,1.352900,31.540800,15.332000,817.000000,60.998800,75.463900,1.598100,57.009100,22.113600,813.000000,84.328400,98.560900,1.610600,71.486800,27.509500,824.000000,90.294900,102.515800,1.598300,82.715400,32.340100,517.000000,102.330800,114.934200,1.584600,93.352800,37.132100,347.000000,97.489900,109.812700,1.519500,124.736900,64.537300,468.000000,1688.000000,2156.000000,2086.000000,3595.000000,5681.000000,0.224353,0.469541,0.379511,22.435283,46.954103,37.951065
26.55241246° E,41.67642478° N,26.552412,41.676425,22.000000,Edirne,EDÝRNE,1154.000000,10.470500,12.234000,1.358400,31.174700,16.154300,4608.000000,72.508700,81.905200,1.703200,65.766400,22.512000,4111.000000,91.076100,97.951400,1.725500,81.189200,27.212600,1590.000000,103.322000,105.932100,1.716900,94.416500,31.972700,343.000000,111.795900,111.358600,1.710700,108.609900,37.038900,106.000000,124.971700,124.613200,1.638800,128.551900,57.341500,1330.000000,16.941400,21.918000,1.382400,32.373900,16.198100,4552.000000,66.416500,81.977400,1.606800,57.140700,22.059600,3607.000000,85.354300,99.295000,1.601800,70.418000,27.410200,2402.000000,96.912600,109.953000,1.587900,81.223300,32.165900,1009.000000,104.363700,118.446000,1.576100,92.172900,37.045000,434.000000,114.119800,129.023000,1.547200,109.694500,47.281000,2039.000000,3845.000000,5884.000000,11912.000000,13334.000000,25246.000000,0.171172,0.288361,0.233067,17.117193,28.836058,23.306662
39.22912261° E,38.67313150° N,39.229123,38.673132,23.000000,Elazýð,ELAZIÐ,126.000000,8.492100,9.365100,1.177400,12.988300,6.764700,183.000000,68.284200,77.923500,1.721000,67.173800,22.509100,120.000000,82.233300,88.450000,1.732500,81.389200,27.076500,47.000000,99.787200,102.617000,1.702300,93.323400,32.060100,18.000000,119.555600,119.388900,1.728900,110.144400,36.813900,26.000000,104.884600,105.884600,1.609600,129.326900,54.487200,354.000000,13.268400,14.550800,1.115600,6.514300,3.582000,166.000000,54.915700,66.704800,1.619200,58.226500,22.138200,152.000000,73.217100,81.894700,1.613600,72.116400,27.655100,136.000000,94.875000,103.227900,1.604300,83.182400,32.283200,112.000000,105.053600,109.973200,1.582900,93.900400,37.444500,171.000000,111.491200,114.818700,1.571500,131.738600,54.540200,91.000000,419.000000,510.000000,520.000000,1091.000000,1611.000000,0.175000,0.384051,0.316574,17.500000,38.405133,31.657356
39.47915161° E,39.74846809° N,39.479152,39.748468,24.000000,Erzincan,ERZÝNCAN,296.000000,6.861500,8.223000,1.331000,29.699000,15.868800,649.000000,45.422200,51.958400,1.686100,63.508300,22.154000,689.000000,71.836000,76.836000,1.712600,80.413100,27.359100,387.000000,88.741600,91.449600,1.703000,92.680900,31.898900,109.000000,101.550500,100.596300,1.700400,107.146800,37.000700,44.000000,97.250000,97.886400,1.527500,161.659100,99.961400,303.000000,12.217800,15.498300,1.353200,30.500000,15.778400,692.000000,50.822300,63.235500,1.585400,56.150400,22.198400,1005.000000,73.635800,86.890500,1.589700,69.979300,27.640200,1093.000000,86.705400,98.822500,1.579200,80.572500,32.270700,584.000000,96.758600,109.287700,1.564800,91.146700,37.173500,289.000000,105.885800,119.055400,1.513000,111.440800,56.832000,540.000000,1966.000000,2506.000000,2174.000000,3966.000000,6140.000000,0.248390,0.495714,0.408143,24.839006,49.571357,40.814332
41.27401458° E,39.90616384° N,41.274015,39.906164,25.000000,Erzurum,ERZURUM,93.000000,45.645200,46.634400,1.305100,22.855900,11.165100,382.000000,66.002600,69.986900,1.677800,63.171200,22.261200,233.000000,82.519300,85.858400,1.696200,78.949800,27.357600,132.000000,96.348500,96.068200,1.691000,91.735200,31.970800,28.000000,112.821400,111.535700,1.673600,104.797500,37.151200,53.000000,93.981100,85.830200,1.281700,220.388700,143.901900,176.000000,76.386400,79.426100,1.209000,14.361400,6.493500,358.000000,63.251400,70.502800,1.593400,56.788100,22.257400,280.000000,84.228600,92.478600,1.591900,69.960500,27.510400,343.000000,96.142900,107.489800,1.582100,81.210900,32.405000,222.000000,104.414400,115.482000,1.573400,92.302700,37.202100,266.000000,110.090200,117.447400,1.407100,131.566700,83.383100,213.000000,831.000000,1044.000000,921.000000,1645.000000,2566.000000,0.231270,0.505167,0.406859,23.127036,50.516717,40.685892
30.51334217° E,39.76763184° N,30.513342,39.767632,26.000000,Eskiþehir,ESKÝÞEHÝR,396.000000,10.919200,11.886400,1.309500,25.051800,11.473000,1154.000000,33.890800,38.537300,1.712500,65.632300,22.216800,1395.000000,50.718300,53.824400,1.722900,81.723800,27.467800,879.000000,62.138800,63.351500,1.721200,95.135900,32.051600,196.000000,66.673500,67.158200,1.696300,106.285700,36.855700,93.000000,74.795700,70.752700,1.597400,146.645200,63.066700,586.000000,23.423200,25.950500,1.285600,22.970500,10.488000,1416.000000,39.033200,47.880600,1.612000,57.970300,22.242400,2355.000000,49.141400,57.191500,1.604900,71.187300,27.602400,2546.000000,60.973300,69.390800,1.592200,82.338500,32.439200,1196.000000,65.949000,75.064400,1.580800,92.907300,37.124400,704.000000,77.110800,87.495700,1.535800,117.715100,57.411900,1168.000000,4446.000000,5614.000000,4113.000000,8803.000000,12916.000000,0.283978,0.505055,0.434655,28.397763,50.505509,43.465469
