LONGITUDE,LATITUDE,boylam,enlem,ilkodu,il_title,il_upper,e_zayif,ez_belcev,ez_kalcac,ez_length,ez_weight,ez_vk_ind,e_normal,en_belcev,en_kalcac,en_length,en_weight,en_vk_ind,e_fazla,ef_belcev,ef_kalcac,ef_length,ef_weight,ef_vk_ind,e_evre1,ee1_belcev,ee1_kalcac,ee1_length,ee1_weight,ee1_vk_ind,e_evre2,ee2_belcev,ee2_kalcac,ee2_length,ee2_weight,ee2_vk_ind,e_evre3,ee3_belcev,ee3_kalcac,ee3_length,ee3_weight,ee3_vk_ind,k_zayif,kz_belcev,kz_kalcac,kz_length,kz_weight,kz_vk_ind,k_normal,kn_belcev,kn_kalcac,kn_length,kn_weight,kn_vk_ind,k_fazla,kf_belcev,kf_kalcac,kf_length,kf_weight,kf_vk_ind,k_evre1,ke1_belcev,ke1_kalcac,ke1_length,ke1_weight,ke1_vk_ind,k_evre2,ke2_belcev,ke2_kalcac,ke2_length,ke2_weight,ke2_vk_ind,k_evre3,ke3_belcev,ke3_kalcac,ke3_length,ke3_weight,ke3_vk_ind,eobez_sayi,kobez_sayi,toplam_obe,erkek_sayi,kadin_sayi,toplam_say,eobez_oran,kobez_oran,obez_oran,eobez_yuzd,kobez_yuzd,obez_yuzde
30.39998569° E,40.78055731° N,30.399986,40.780557,54.000000,Sakarya,SAKARYA,1102.000000,10.873000,12.684200,1.378900,32.073400,16.083500,2464.000000,56.002000,63.524800,1.689300,63.466200,22.036200,2131.000000,84.034700,89.913200,1.720400,81.027400,27.317600,1160.000000,96.071600,98.805200,1.719400,95.055900,32.085200,289.000000,108.287200,110.013800,1.724200,110.256100,37.001400,125.000000,102.264000,102.552000,1.527400,165.468800,99.409000,1165.000000,15.685800,19.923600,1.389200,32.293100,16.012000,3004.000000,55.289900,68.969400,1.595700,56.131700,21.937300,3135.000000,80.895700,96.253900,1.602000,70.888800,27.584700,3504.000000,93.401500,106.910400,1.592400,82.169100,32.362400,1843.000000,101.031500,115.219800,1.581800,92.987600,37.114200,1031.000000,107.606200,122.923400,1.535300,116.429500,67.032500,1574.000000,6378.000000,7952.000000,7271.000000,13682.000000,20953.000000,0.216476,0.466160,0.379516,21.647641,46.615992,37.951606
36.33806223° E,41.28983163° N,36.338062,41.289832,55.000000,Samsun,SAMSUN,2290.000000,11.392600,12.486900,1.308000,29.787600,16.076400,8376.000000,29.599800,33.001200,1.690300,64.158600,22.271600,7625.000000,39.174000,41.694300,1.712300,80.300200,27.330700,3486.000000,50.606100,51.994500,1.705900,93.192400,31.962600,817.000000,61.717300,62.138300,1.703500,107.239400,36.891300,278.000000,57.863300,58.000000,1.494300,169.917600,189.752000,2484.000000,13.622400,15.753600,1.326700,30.330600,16.104200,9437.000000,25.630800,30.736300,1.603800,56.778300,21.970400,7463.000000,37.193600,42.846000,1.593600,69.931100,27.492400,6249.000000,49.335900,55.559100,1.583600,81.039400,32.272800,3086.000000,56.932900,63.526200,1.571400,91.735100,37.093300,1866.000000,65.249700,71.660200,1.513600,133.617300,88.508300,4581.000000,11201.000000,15782.000000,22872.000000,30585.000000,53457.000000,0.200289,0.366225,0.295228,20.028856,36.622527,29.522794
41.94277964° E,37.92535991° N,41.942780,37.925360,56.000000,Siirt,SÝÝRT,20.000000,7.600000,9.250000,1.694000,70.085000,9.462600,74.000000,56.635100,66.689200,1.738800,66.881100,22.081000,65.000000,84.538500,89.415400,1.726000,82.164600,27.509600,37.000000,95.405400,94.729700,1.717600,95.489200,32.309700,8.000000,120.500000,118.250000,1.737500,112.250000,37.235600,6.000000,104.166700,112.333300,1.340000,121.666700,111.846200,40.000000,8.575000,9.400000,1.149800,12.625000,5.986700,70.000000,55.828600,69.528600,1.615600,56.932900,21.728900,88.000000,83.090900,95.772700,1.619900,72.372700,27.556400,449.000000,109.980000,117.735000,1.599200,81.892000,31.998100,127.000000,108.464600,117.378000,1.578100,92.274800,36.991000,42.000000,111.785700,121.904800,1.534300,108.666700,52.816400,51.000000,618.000000,669.000000,210.000000,816.000000,1026.000000,0.242857,0.757353,0.652047,24.285714,75.735294,65.204678
35.15196451° E,42.02687076° N,35.151965,42.026871,57.000000,Sinop,SÝNOP,37.000000,10.162200,10.648600,1.230000,24.870000,15.499300,123.000000,46.699200,53.138200,1.706800,66.164200,22.610100,78.000000,66.384600,69.064100,1.692100,79.506400,27.715900,55.000000,71.018200,72.418200,1.712500,93.781800,31.913300,15.000000,72.066700,71.600000,1.691300,105.600000,36.869400,9.000000,84.222200,87.666700,1.533300,185.000000,78.931800,43.000000,16.302300,21.279100,1.331600,29.041900,15.228400,129.000000,37.860500,49.155000,1.636100,58.928700,21.979200,84.000000,55.202400,63.631000,1.618300,72.658300,27.698000,107.000000,78.271000,88.149500,1.582700,80.947700,32.263100,60.000000,91.100000,100.833300,1.560300,89.716700,36.756100,36.000000,89.138900,99.777800,1.524200,122.944400,52.107000,79.000000,203.000000,282.000000,317.000000,459.000000,776.000000,0.249211,0.442266,0.363402,24.921136,44.226580,36.340206
37.01579997° E,39.75028773° N,37.015800,39.750288,58.000000,Sivas,SÝVAS,638.000000,4.468700,5.504700,1.217500,25.553000,16.168000,1851.000000,64.955700,74.159400,1.676900,63.967000,22.423000,2592.000000,81.361900,87.037400,1.714200,81.101300,27.545500,1565.000000,90.950800,93.843500,1.707600,93.405600,31.978800,324.000000,95.490700,96.425900,1.711300,107.938300,36.785800,84.000000,101.773800,100.821400,1.610400,138.369000,73.499900,729.000000,13.227700,17.337400,1.247200,27.073200,16.114700,2415.000000,59.409500,75.075800,1.591500,56.736600,22.219500,3730.000000,74.288500,87.334600,1.594100,70.327600,27.640400,3982.000000,84.360400,96.853100,1.580700,80.956300,32.358600,2267.000000,93.162300,105.761800,1.567800,91.413400,37.138500,1212.000000,100.485100,113.141100,1.541400,108.873500,48.702200,1973.000000,7461.000000,9434.000000,7054.000000,14335.000000,21389.000000,0.279699,0.520474,0.441068,27.969946,52.047436,44.106784
27.50939091° E,40.97555584° N,27.509391,40.975556,59.000000,Tekirdað,TEKÝRDAÐ,2283.000000,7.315800,8.632100,1.336800,30.010000,16.112300,8512.000000,65.767900,75.200000,1.709300,66.396300,22.529300,6593.000000,81.548800,89.246200,1.732400,81.503200,27.115100,2028.000000,87.440800,90.641500,1.721700,94.894100,31.955300,423.000000,93.137100,93.364100,1.714700,109.016100,36.997300,110.000000,93.263600,92.481800,1.567000,143.536400,80.689100,2461.000000,13.920800,18.022800,1.364600,31.577900,16.023500,8813.000000,61.066900,77.843500,1.611100,57.497200,22.046100,5423.000000,78.504300,95.045000,1.611800,71.155500,27.353500,3398.000000,85.502400,98.275200,1.593600,81.857700,32.193900,1522.000000,94.122900,106.104500,1.579100,92.790400,37.161100,602.000000,100.235900,112.034900,1.538200,120.910600,56.182500,2561.000000,5522.000000,8083.000000,19949.000000,22219.000000,42168.000000,0.128377,0.248526,0.191686,12.837736,24.852604,19.168564
36.55247373° E,40.31414501° N,36.552474,40.314145,60.000000,Tokat,TOKAT,362.000000,18.422700,21.508300,1.242800,26.031800,15.017100,984.000000,66.137200,74.387200,1.660500,62.635900,22.281500,1200.000000,86.046700,91.852500,1.704300,80.225300,27.550800,754.000000,97.489400,99.171100,1.701700,93.218800,32.135700,188.000000,104.659600,105.430900,1.698800,106.324500,36.769500,97.000000,107.020600,106.938100,1.565300,144.293800,387.095300,403.000000,22.759300,28.367200,1.266900,25.509200,13.737100,1262.000000,62.876400,76.752000,1.588400,56.541800,22.249500,1744.000000,81.978200,95.385300,1.590300,70.082700,27.673700,2274.000000,94.420400,105.882600,1.579800,80.921700,32.372300,1226.000000,100.699800,113.367000,1.569600,91.756500,37.181700,781.000000,106.660700,117.904000,1.516300,131.316000,71.027300,1039.000000,4281.000000,5320.000000,3585.000000,7690.000000,11275.000000,0.289819,0.556697,0.471840,28.981869,55.669701,47.184035
39.70216635° E,41.00312506° N,39.702166,41.003125,61.000000,Trabzon,TRABZON,1050.000000,13.500000,15.596200,1.393300,30.133600,15.299400,2939.000000,59.664500,69.150400,1.688700,63.999600,22.272500,2574.000000,82.141000,89.261800,1.714300,80.472200,27.334200,1100.000000,93.511800,97.382700,1.709300,93.410400,31.913100,204.000000,104.402000,105.235300,1.701200,107.071100,36.907000,164.000000,81.420700,83.561000,1.561600,419.144400,235.406500,1101.000000,17.136200,21.177100,1.382400,28.806300,14.994800,3005.000000,54.627300,69.545800,1.585200,55.586300,22.019700,2528.000000,78.678000,92.716400,1.593800,69.843400,27.454800,1913.000000,91.176700,103.434400,1.583500,81.051200,32.269000,827.000000,98.048400,109.937100,1.571600,91.854100,37.124800,561.000000,94.053500,104.666700,1.566800,236.775400,113.569700,1468.000000,3301.000000,4769.000000,8031.000000,9935.000000,17966.000000,0.182792,0.332260,0.265446,18.279168,33.225969,26.544584
39.54622318° E,39.10720683° N,39.546223,39.107207,62.000000,Tunceli,TUNCELÝ,155.000000,16.141900,19.638700,1.446400,34.667100,15.831600,963.000000,75.749700,85.403900,1.707400,66.507200,22.609600,748.000000,91.965200,99.711200,1.733900,81.308200,27.002500,182.000000,101.956000,105.511000,1.733600,95.971400,31.887900,32.000000,117.968800,117.218800,1.723100,110.437500,37.159600,14.000000,94.785700,96.928600,1.345000,114.285700,98.993700,223.000000,36.614300,47.139000,1.539500,40.257800,16.471900,1281.000000,72.948500,88.610500,1.617900,58.073600,22.122600,711.000000,85.686400,100.822800,1.616500,71.074400,27.156600,288.000000,94.767400,108.479200,1.594800,81.656100,32.070000,81.000000,108.185200,117.518500,1.590200,94.185200,37.206400,39.000000,101.846200,114.051300,1.388200,122.141000,129.558500,228.000000,408.000000,636.000000,2094.000000,2623.000000,4717.000000,0.108883,0.155547,0.134831,10.888252,15.554708,13.483146
38.78603793° E,37.15359456° N,38.786038,37.153595,63.000000,Þanlýurfa,ÞANLIURFA,2151.000000,3.113000,3.647600,1.148200,21.959300,15.445200,2576.000000,50.449900,58.571000,1.611900,59.562700,22.094000,1564.000000,76.106800,83.282000,1.721800,81.140900,27.289700,735.000000,90.729300,93.208200,1.720500,94.829700,31.973000,173.000000,98.901700,98.913300,1.707500,107.699400,36.870000,81.000000,87.839500,89.987700,1.513200,207.069100,142.843700,2172.000000,5.246800,6.496800,1.149300,21.803100,15.209500,3127.000000,52.090500,64.396500,1.562000,54.418000,21.893100,2414.000000,78.083700,92.361200,1.605700,70.982800,27.496600,1896.000000,88.843900,101.499500,1.592400,81.942700,32.275300,976.000000,100.611700,112.190600,1.581300,92.930900,37.105900,539.000000,106.664200,119.113200,1.505400,111.269000,54.773300,989.000000,3411.000000,4400.000000,7280.000000,11124.000000,18404.000000,0.135852,0.306634,0.239078,13.585165,30.663430,23.907846
29.40225099° E,38.67029295° N,29.402251,38.670293,64.000000,Uþak,UÞAK,798.000000,10.038800,11.908500,1.442000,34.643400,16.010900,2364.000000,60.079900,69.058800,1.694700,63.951300,22.121500,2052.000000,86.299200,92.543900,1.713200,80.220500,27.279800,1000.000000,98.135000,100.268000,1.702800,92.472000,31.832900,232.000000,106.784500,105.487100,1.695000,106.124100,36.843500,92.000000,109.652200,107.184800,1.556800,201.254300,142.373500,877.000000,20.252000,26.361500,1.452800,35.336700,16.181800,3005.000000,58.522100,73.928800,1.595000,55.792600,21.874500,2214.000000,81.872200,95.593000,1.584900,69.228100,27.519400,2084.000000,94.127200,106.534100,1.578000,80.440300,32.262200,1080.000000,102.000900,113.439800,1.562800,90.953000,37.184700,562.000000,106.782900,119.258000,1.517400,155.941100,241.784200,1324.000000,3726.000000,5050.000000,6538.000000,9822.000000,16360.000000,0.202508,0.379352,0.308680,20.250841,37.935247,30.867971
43.39540891° E,38.50163730° N,43.395409,38.501637,65.000000,Van,VAN,90.000000,6.911100,8.200000,1.146800,16.761100,10.278300,363.000000,59.402200,68.876000,1.727200,66.300300,22.126200,186.000000,77.236600,84.365600,1.713000,79.305900,26.954400,47.000000,82.063800,85.489400,1.684500,91.351100,32.027500,2.000000,114.000000,110.000000,1.745000,112.000000,36.813400,10.000000,77.800000,86.600000,1.524000,353.500000,143.524800,95.000000,17.589500,21.294700,1.230200,20.490500,10.259900,224.000000,54.741100,68.151800,1.618800,58.216500,22.145300,101.000000,68.247500,82.495000,1.600800,69.701000,27.119300,61.000000,80.918000,91.262300,1.596200,81.636100,31.990500,30.000000,89.933300,99.766700,1.563300,89.533300,36.563200,41.000000,69.512200,69.780500,1.487300,137.804900,69.671700,59.000000,132.000000,191.000000,698.000000,552.000000,1250.000000,0.084527,0.239130,0.152800,8.452722,23.913043,15.280000
34.80762324° E,39.82322197° N,34.807623,39.823222,66.000000,Yozgat,YOZGAT,1352.000000,7.172300,7.282500,1.100200,20.951500,15.864100,2109.000000,54.392600,62.026100,1.629400,60.552100,22.124600,2748.000000,76.269300,81.734400,1.702100,79.790800,27.497800,1619.000000,87.250800,89.905500,1.686700,91.058700,31.951600,376.000000,96.026600,96.593100,1.681900,104.355100,36.814500,95.000000,100.547400,100.452600,1.487300,135.200000,87.199900,1515.000000,11.427700,13.277200,1.134400,21.682100,15.496500,3246.000000,58.187300,72.235700,1.567500,55.132600,22.135700,3437.000000,75.746300,89.416900,1.582500,69.218400,27.596700,3726.000000,86.645500,98.687900,1.570200,80.081300,32.440400,2188.000000,93.978100,106.095500,1.556700,90.225600,37.172700,1142.000000,103.132200,116.498200,1.527200,111.253500,54.469400,2090.000000,7056.000000,9146.000000,8299.000000,15254.000000,23553.000000,0.251838,0.462567,0.388316,25.183757,46.256720,38.831571
31.78191540° E,41.45203209° N,31.781915,41.452032,67.000000,Zonguldak,ZONGULDAK,518.000000,9.579200,11.252900,1.400900,32.886100,16.166800,1071.000000,51.441600,58.901000,1.677600,62.624500,22.032000,880.000000,81.571600,88.908000,1.715200,80.495900,27.280200,384.000000,97.349000,101.322900,1.714000,94.006800,31.939400,81.000000,111.407400,111.172800,1.700400,106.801200,36.882500,24.000000,95.708300,89.041700,1.577100,128.958300,61.380200,511.000000,14.158500,18.223100,1.405800,32.990400,16.139000,1291.000000,53.982200,67.150300,1.585500,55.098600,21.792100,855.000000,79.840900,94.134500,1.595800,70.035000,27.452000,704.000000,94.255700,107.362200,1.584500,81.059400,32.241000,355.000000,105.095800,116.988700,1.570200,91.583700,37.099000,219.000000,111.547900,123.849300,1.531400,112.835600,53.140100,489.000000,1278.000000,1767.000000,2958.000000,3935.000000,6893.000000,0.165314,0.324778,0.256347,16.531440,32.477764,25.634702
34.02709787° E,38.37134316° N,34.027098,38.371343,68.000000,Aksaray,AKSARAY,736.000000,7.756800,9.133200,1.384400,31.927400,16.067400,1737.000000,57.615400,66.129000,1.685200,63.406200,22.098600,1209.000000,85.808900,93.751000,1.721000,80.890900,27.240300,470.000000,98.959600,102.408500,1.708300,93.017000,31.804100,114.000000,113.070200,114.596500,1.705600,107.727200,36.943700,35.000000,108.971400,101.742900,1.324600,113.948600,87.402900,806.000000,10.607900,13.148900,1.378800,31.350500,15.886400,1746.000000,54.329900,67.451900,1.584300,54.892900,21.749100,1189.000000,82.082400,97.665300,1.593000,69.715900,27.431000,875.000000,93.478900,107.833100,1.575000,80.256700,32.290300,463.000000,105.002200,118.851000,1.565200,91.024000,37.089200,278.000000,110.118700,125.064700,1.509000,107.068700,150.065400,619.000000,1616.000000,2235.000000,4301.000000,5357.000000,9658.000000,0.143920,0.301661,0.231414,14.392002,30.166138,23.141437
40.22508849° E,40.25809710° N,40.225088,40.258097,69.000000,Bayburt,BAYBURT,7.000000,17.857100,18.571400,1.481400,25.928600,12.315800,39.000000,51.948700,57.435900,1.707900,64.241000,21.901600,27.000000,73.777800,78.777800,1.680400,77.596300,27.357700,12.000000,76.500000,80.333300,1.661700,90.166700,32.567900,11.000000,98.454500,99.181800,1.682700,101.818200,35.931500,5.000000,109.400000,111.600000,1.654000,213.600000,80.481000,9.000000,27.333300,35.666700,1.557800,37.777800,15.104100,33.000000,44.787900,54.909100,1.581800,55.763600,21.866200,30.000000,75.033300,83.533300,1.627700,73.413300,27.639600,64.000000,88.250000,93.937500,1.605000,83.201600,32.229500,80.000000,98.925000,103.012500,1.656700,100.222500,36.498500,24.000000,96.500000,99.708300,1.429200,130.041700,69.013700,28.000000,168.000000,196.000000,101.000000,240.000000,341.000000,0.277228,0.700000,0.574780,27.722772,70.000000,57.478006
33.21598510° E,37.18275022° N,33.215985,37.182750,70.000000,Karaman,KARAMAN,84.000000,29.619000,29.297600,1.430100,27.973000,13.808800,184.000000,53.826100,62.826100,1.679000,62.426600,21.964900,168.000000,79.202400,87.910700,1.704400,79.078000,27.143700,100.000000,97.160000,99.510000,1.705700,93.130000,31.939500,30.000000,106.100000,106.833300,1.692000,106.966700,37.287400,23.000000,90.826100,90.739100,1.458700,139.478300,128.711400,129.000000,40.496100,42.682200,1.433100,21.749000,11.008000,248.000000,51.314500,65.197600,1.588300,55.697200,21.949400,254.000000,81.078700,96.755900,1.593200,69.989000,27.531000,288.000000,92.173600,107.468800,1.580000,80.689900,32.282500,168.000000,102.506000,116.744000,1.585400,93.650000,37.204400,136.000000,110.897100,117.705900,1.574000,205.558800,86.638000,153.000000,592.000000,745.000000,589.000000,1223.000000,1812.000000,0.259762,0.484056,0.411148,25.976231,48.405560,41.114790
33.50399373° E,39.83995854° N,33.503994,39.839959,71.000000,Kýrýkkale,KIRIKKALE,171.000000,3.222200,3.736800,1.183800,20.359600,12.234500,356.000000,26.238800,29.443800,1.697800,64.633100,22.164200,377.000000,43.275900,45.795800,1.721700,81.385100,27.417200,167.000000,63.868300,65.616800,1.717200,94.673700,32.063400,33.000000,62.484800,60.787900,1.711200,109.060600,37.202100,18.000000,95.666700,103.055600,1.593900,123.388900,61.523200,225.000000,4.235600,5.377800,1.231800,22.624000,12.445700,381.000000,29.845100,37.131200,1.583000,55.091900,21.793700,407.000000,59.125300,69.643700,1.598800,70.879400,27.698800,461.000000,74.451200,85.188700,1.586300,81.414300,32.316700,270.000000,86.422200,98.185200,1.574200,92.303700,37.188600,180.000000,97.305600,109.366700,1.522400,105.027800,47.963200,218.000000,911.000000,1129.000000,1122.000000,1924.000000,3046.000000,0.194296,0.473493,0.370650,19.429590,47.349272,37.065003
41.11442347° E,37.87676170° N,41.114423,37.876762,72.000000,Batman,BATMAN,120.000000,4.825000,6.858300,1.294700,28.535800,16.317600,210.000000,52.533300,60.081000,1.643600,60.158600,21.788700,160.000000,83.950000,89.075000,1.721800,81.857500,27.544500,93.000000,104.043000,104.505400,1.707600,93.850500,32.124300,16.000000,108.062500,105.500000,1.680600,104.218700,36.478000,13.000000,73.153800,82.769200,1.344600,270.030800,184.757900,144.000000,5.069400,5.930600,1.266000,26.512500,15.868300,255.000000,61.235300,74.870600,1.595400,56.718800,22.123000,245.000000,82.946900,96.518400,1.598400,70.420800,27.526000,264.000000,96.405300,109.219700,1.590000,81.566700,32.242300,129.000000,105.845000,119.542600,1.574100,92.248800,37.160800,86.000000,108.151200,121.127900,1.541900,109.664000,47.265400,122.000000,479.000000,601.000000,612.000000,1123.000000,1735.000000,0.199346,0.426536,0.346398,19.934641,42.653606,34.639769
42.45675607° E,37.52225849° N,42.456756,37.522258,73.000000,Þýrnak,ÞIRNAK,42.000000,7.309500,8.166700,1.303100,27.381000,15.474400,148.000000,60.175700,68.729700,1.700500,64.047300,21.990700,80.000000,77.875000,85.137500,1.731000,80.725000,26.868300,32.000000,88.156300,95.031300,1.725000,95.875000,32.156600,9.000000,120.000000,120.444400,1.695600,107.000000,37.169200,23.000000,17.304300,18.043500,1.623900,216.391300,80.079700,32.000000,22.000000,27.000000,1.442800,35.500000,16.274600,106.000000,52.528300,66.820800,1.594600,56.224500,22.019600,40.000000,82.450000,97.400000,1.590200,68.612500,27.155500,192.000000,109.895800,117.843800,1.596700,81.367700,31.891500,59.000000,111.949200,119.576300,1.587100,93.467800,37.039400,66.000000,28.666700,31.257600,1.586800,161.497000,63.828600,64.000000,317.000000,381.000000,334.000000,495.000000,829.000000,0.191617,0.640404,0.459590,19.161677,64.040404,45.958987
32.33739466° E,41.63366211° N,32.337395,41.633662,74.000000,Bartýn,BARTIN,900.000000,5.003300,5.608900,1.248400,25.886700,15.946600,1268.000000,39.633300,45.543400,1.660300,62.041600,22.100800,1073.000000,50.890000,55.701800,1.712300,80.602100,27.410500,548.000000,61.879600,64.469000,1.705600,92.886500,31.872400,135.000000,61.770400,62.540700,1.705400,107.592600,36.935300,55.000000,58.709100,57.690900,1.437100,125.709100,155.312300,955.000000,7.919400,9.662800,1.265500,26.373600,15.780800,1889.000000,40.373200,49.219200,1.593800,57.009800,22.166200,1308.000000,46.762200,55.035200,1.590600,69.505500,27.436300,1078.000000,58.195700,65.802400,1.580500,80.765800,32.285500,543.000000,65.839800,73.263400,1.571400,91.820400,37.123300,341.000000,69.193500,75.671600,1.478700,114.259500,109.168700,738.000000,1962.000000,2700.000000,3979.000000,6114.000000,10093.000000,0.185474,0.320903,0.267512,18.547374,32.090285,26.751214
42.70139050° E,41.11365646° N,42.701391,41.113656,75.000000,Ardahan,ARDAHAN,127.000000,3.566900,4.149600,0.929100,14.863100,15.796900,211.000000,65.317500,74.511800,1.609700,60.471100,22.323800,252.000000,89.515900,96.428600,1.705000,79.587300,27.303800,105.000000,98.914300,102.181000,1.693100,91.504800,31.858600,26.000000,108.538500,108.423100,1.618800,97.596200,36.416700,11.000000,103.272700,101.818200,1.449100,193.727300,128.438400,146.000000,11.369900,14.623300,0.995500,18.371200,15.772400,324.000000,64.540100,82.898100,1.564500,55.358600,22.155500,232.000000,83.694000,99.724100,1.598900,70.282300,27.467400,161.000000,93.540400,106.552800,1.578800,80.695700,32.322800,69.000000,99.652200,113.275400,1.574200,91.394200,36.816700,32.000000,109.906300,122.843800,1.497200,111.218800,63.249400,142.000000,262.000000,404.000000,732.000000,964.000000,1696.000000,0.193989,0.271784,0.238208,19.398907,27.178423,23.820755
44.04550456° E,39.92294370° N,44.045505,39.922944,76.000000,Iðdýr,IÐDIR,10.000000,27.000000,30.100000,1.418000,31.550000,13.210200,60.000000,63.833300,69.533300,1.692800,65.541700,22.666500,43.000000,69.418600,76.302300,1.724200,80.151200,26.930200,17.000000,67.352900,68.411800,1.672400,92.117600,32.764400,3.000000,99.000000,95.333300,1.616700,95.333300,36.004300,6.000000,77.000000,75.000000,1.441700,131.000000,71.158700,19.000000,53.789500,66.263200,1.597900,40.821100,15.011500,68.000000,56.808800,67.720600,1.596800,56.779400,22.214300,32.000000,79.281300,95.406300,1.573400,68.000000,27.278400,34.000000,95.352900,107.941200,1.617100,84.323500,32.168200,19.000000,102.052600,118.578900,1.612100,95.000000,36.472300,19.000000,105.157900,107.368400,1.377900,174.105300,157.271200,26.000000,72.000000,98.000000,139.000000,191.000000,330.000000,0.187050,0.376963,0.296970,18.705036,37.696335,29.696970
29.27108119° E,40.65554242° N,29.271081,40.655542,77.000000,Yalova,YALOVA,210.000000,7.709500,9.204800,1.421400,34.390000,16.333000,700.000000,51.342900,58.825700,1.695100,64.642400,22.269500,682.000000,74.296200,81.159800,1.730400,81.624000,27.197900,269.000000,86.765800,91.717500,1.728000,95.415200,31.907700,55.000000,77.436400,78.945500,1.721300,109.909100,37.032900,24.000000,70.833300,72.041700,1.642500,142.416700,63.179900,251.000000,15.960200,20.940200,1.450400,35.489200,16.251000,847.000000,50.881900,64.140500,1.605400,57.132700,22.076000,592.000000,67.403700,80.672300,1.608000,70.898100,27.388100,422.000000,77.888600,89.206200,1.590100,81.344500,32.129600,197.000000,85.329900,96.335000,1.575400,92.147200,37.071500,92.000000,66.826100,76.065200,1.467600,116.565200,96.072500,348.000000,711.000000,1059.000000,1940.000000,2401.000000,4341.000000,0.179381,0.296127,0.243953,17.938144,29.612661,24.395301
32.60845460° E,41.19591663° N,32.608455,41.195917,78.000000,Karabük,KARABÜK,359.000000,14.186600,16.807800,1.432600,34.674400,16.221400,1528.000000,67.717300,78.099500,1.700400,64.682200,22.229000,1428.000000,88.215000,94.924400,1.720000,81.170400,27.386000,632.000000,101.281600,104.167700,1.713900,94.274500,32.043100,148.000000,108.243200,107.729700,1.709500,108.135100,36.922600,32.000000,109.093800,110.187500,1.509100,160.562500,121.648700,467.000000,23.182000,30.462500,1.445300,35.260200,16.322400,1658.000000,63.545200,79.940900,1.599000,56.228300,21.912600,1430.000000,83.679700,97.679700,1.600400,70.536600,27.496800,1086.000000,95.219200,107.437400,1.589300,81.627900,32.273400,501.000000,103.109800,115.562900,1.578500,92.873700,37.222600,240.000000,113.095800,126.029200,1.531900,113.707500,54.376500,812.000000,1827.000000,2639.000000,4127.000000,5382.000000,9509.000000,0.196753,0.339465,0.277527,19.675309,33.946488,27.752655
37.11333479° E,36.71557647° N,37.113335,36.715576,79.000000,Kilis,KÝLÝS,400.000000,5.380000,6.385000,1.124000,22.155200,16.069300,442.000000,54.739800,65.339400,1.645500,61.728100,22.233400,304.000000,80.894700,91.852000,1.709700,80.049300,27.327800,100.000000,94.140000,102.790000,1.719800,94.828000,31.994700,22.000000,106.454500,115.818200,1.711400,108.027300,36.848000,13.000000,71.384600,82.615400,1.523100,222.384600,83.131200,436.000000,5.009200,6.332600,1.156000,20.581800,15.428000,400.000000,55.235000,70.920000,1.555500,53.769600,21.799600,322.000000,85.751600,105.776400,1.607000,70.738500,27.371700,163.000000,95.901800,115.411000,1.599100,82.575500,32.252200,93.000000,102.655900,120.043000,1.564500,90.425800,36.909000,47.000000,105.659600,121.702100,1.470000,118.980900,64.074900,135.000000,303.000000,438.000000,1281.000000,1461.000000,2742.000000,0.105386,0.207392,0.159737,10.538642,20.739220,15.973742
36.24845486° E,37.07503179° N,36.248455,37.075032,80.000000,Osmaniye,OSMANÝYE,24.000000,8.333300,9.500000,1.268800,23.291700,12.612600,144.000000,57.972200,67.881900,1.665200,62.920100,22.284500,144.000000,82.097200,87.944400,1.717400,81.319400,27.472300,141.000000,72.269500,73.992900,1.728900,96.162400,32.127200,46.000000,64.043500,65.304300,1.727000,110.891300,37.133700,17.000000,76.117600,72.235300,1.611200,128.176500,58.664000,60.000000,27.450000,36.566700,1.298000,26.960000,13.574800,174.000000,56.494300,71.505700,1.595800,56.623600,22.155400,206.000000,74.893200,86.810700,1.605500,71.341300,27.638300,307.000000,70.065100,78.390900,1.607700,83.651100,32.321900,158.000000,71.626600,79.341800,1.586800,93.996800,37.274200,149.000000,75.704700,85.879200,1.529900,116.664400,61.778100,204.000000,614.000000,818.000000,516.000000,1054.000000,1570.000000,0.395349,0.582543,0.521019,39.534884,58.254269,52.101911
31.16386136° E,40.83947627° N,31.163861,40.839476,81.000000,Düzce,DÜZCE,116.000000,14.413800,17.155200,1.444700,35.136200,16.060700,428.000000,56.892500,64.504700,1.693800,64.129000,22.201900,360.000000,78.725000,84.786100,1.725800,81.508900,27.299100,202.000000,91.207900,93.247500,1.710700,94.357400,32.065900,42.000000,104.857100,103.833300,1.743100,113.638100,37.335500,30.000000,100.633300,101.066700,1.639000,158.833300,58.506000,142.000000,22.316900,28.866200,1.431000,33.482000,15.775600,471.000000,53.794100,68.174100,1.602200,56.523400,21.915800,473.000000,74.179700,88.797000,1.598700,70.381500,27.501400,479.000000,85.887300,99.878900,1.591000,82.059700,32.368800,248.000000,94.169400,106.564500,1.588700,93.597600,37.025000,192.000000,104.635400,118.817700,1.537700,107.595800,47.292900,274.000000,919.000000,1193.000000,1178.000000,2005.000000,3183.000000,0.232598,0.458354,0.374804,23.259762,45.835411,37.480364
